sample_id,coverage,risk_alignment,resource_efficiency,constraint_fit,authorization,lstm_trend,priority,objective_fit,label
decision-reference-1112,0.09104,0.263337,0.971412,0.125484,1.0,0.374105,0.834389,0.146292,0
decision-reference-1113,0.529125,0.517575,0.513211,0.113879,1.0,0.766335,0.895111,0.527585,1
decision-reference-1114,0.322006,0.575859,0.755466,0.274932,1.0,0.493337,0.53143,0.942011,1
decision-reference-1115,0.314241,0.477704,0.261774,0.531854,0.0,0.456419,0.532282,0.410762,0
decision-reference-1116,0.864108,0.066293,0.567125,0.448077,1.0,0.875837,0.914462,0.465593,1
decision-reference-1117,0.289879,0.860637,0.073774,0.680858,1.0,0.118292,0.237915,0.962707,1
decision-reference-1118,0.212291,0.957358,0.692381,0.673355,1.0,0.77957,0.997273,0.141792,1
decision-reference-1119,0.15271,0.410412,0.902141,0.408233,0.0,0.118011,0.336888,0.66356,0
decision-reference-1120,0.775423,0.20917,0.489547,0.013637,1.0,0.716853,0.397148,0.915032,1
decision-reference-1121,0.424794,0.719887,0.720985,0.624961,1.0,0.639513,0.926495,0.801782,1
decision-reference-1122,0.916635,0.712478,0.037098,0.689273,0.0,0.391338,0.785937,0.865341,1
decision-reference-1123,0.115474,0.381935,0.680624,0.12235,1.0,0.145869,0.482647,0.450221,0
decision-reference-1124,0.402478,0.550372,0.543133,0.709623,1.0,0.028838,0.598965,0.952424,1
decision-reference-1125,0.941387,0.854414,0.710858,0.463941,1.0,0.049875,0.932969,0.248694,1
decision-reference-1126,0.644609,0.775607,0.212206,0.698763,0.0,0.882574,0.335636,0.993749,1
decision-reference-1127,0.003874,0.098001,0.531011,0.460457,1.0,0.890152,0.980645,0.330093,0
decision-reference-1128,0.629049,0.97732,0.89029,0.987744,1.0,0.018834,0.977374,0.288142,1
decision-reference-1129,7.5e-05,0.466613,0.785838,0.222463,1.0,0.95777,0.883003,0.278378,0
decision-reference-1130,0.878351,0.889096,0.254564,0.266257,1.0,0.046532,0.593744,0.147018,1
decision-reference-1131,0.933393,0.543738,0.575679,0.446853,1.0,0.185512,0.396141,0.870971,1
decision-reference-1132,0.53048,0.217794,0.27702,0.860951,0.0,0.345324,0.803491,0.361687,0
decision-reference-1133,0.625535,0.062944,0.52041,0.695811,1.0,0.169973,0.57681,0.098683,0
decision-reference-1134,0.201391,0.325684,0.399581,0.146729,1.0,0.964976,0.353744,0.405245,0
decision-reference-1135,0.900735,0.194176,0.447379,0.948304,1.0,0.688909,0.889745,0.407226,1
decision-reference-1136,0.428365,0.769026,0.563152,0.655699,1.0,0.050398,0.830023,0.489266,0
decision-reference-1137,0.677793,0.598495,0.483105,0.618405,0.0,0.469885,0.880316,0.15556,1
decision-reference-1138,0.874382,0.735824,0.534751,0.93938,0.0,0.009555,0.94501,0.340341,1
decision-reference-1139,0.00057,0.69802,0.882359,0.35372,1.0,0.292044,0.564847,0.923729,1
decision-reference-1140,0.094847,0.291966,0.533522,0.414908,1.0,0.429101,0.586103,0.320412,0
decision-reference-1141,0.241026,0.416573,0.488214,0.89383,1.0,0.535378,0.776287,0.23459,1
decision-reference-1142,0.394963,0.016667,0.502909,0.728779,0.0,0.567147,0.481737,0.431866,0
decision-reference-1143,0.311032,0.794377,0.465503,0.34667,1.0,0.942696,0.623858,0.336539,1
decision-reference-1144,0.202092,0.62396,0.810226,0.652711,1.0,0.962152,0.414537,0.397148,1
decision-reference-1145,0.759294,0.533233,0.504643,0.271049,1.0,0.591706,0.956743,0.719712,1
decision-reference-1146,0.522667,0.460927,0.130451,0.236875,1.0,0.317042,0.06478,0.07824,0
decision-reference-1147,0.206668,0.186623,0.445219,0.578583,1.0,0.962127,0.716219,0.097606,1
decision-reference-1148,0.732707,0.314307,0.817035,0.290344,0.0,0.031552,0.778486,0.797848,0
decision-reference-1149,0.47478,0.042092,0.104096,0.118494,1.0,0.232276,0.960812,0.575977,0
decision-reference-1150,0.36094,0.418363,0.781889,0.715299,1.0,0.325063,0.800689,0.007174,1
decision-reference-1151,0.712691,0.825221,0.274361,0.954451,1.0,0.41258,0.882351,0.67875,1
decision-reference-1152,0.19368,0.151889,0.829243,0.060008,1.0,0.68591,0.642663,0.634885,0
decision-reference-1153,0.305625,0.623866,0.916437,0.463964,1.0,0.720252,0.473355,0.073252,1
decision-reference-1154,0.278838,0.801429,0.839854,0.721278,1.0,0.485021,0.298163,0.354199,1
decision-reference-1155,0.449531,0.873057,0.767861,0.139038,1.0,0.848587,0.852166,0.474555,1
decision-reference-1156,0.663528,0.835309,0.519151,0.928698,1.0,0.206552,0.842131,0.613671,1
decision-reference-1157,0.862861,0.14034,0.040195,0.314351,1.0,0.322775,0.130948,0.014792,0
decision-reference-1158,0.782752,0.771436,0.666579,0.646084,1.0,0.144687,0.219037,0.268752,1
decision-reference-1159,0.119236,0.158632,0.225562,0.420123,1.0,0.409942,0.296263,0.519719,0
decision-reference-1160,0.705689,0.431501,0.783492,0.400968,0.0,0.848459,0.770355,0.136429,1
decision-reference-1161,0.490517,0.72508,0.571384,0.038311,1.0,0.021056,0.476289,0.870407,0
decision-reference-1162,0.122714,0.189136,0.521561,0.700457,1.0,0.106509,0.478248,0.436467,0
decision-reference-1163,0.346058,0.057692,0.049095,0.556232,1.0,0.51613,0.53944,0.122793,0
decision-reference-1164,0.013537,0.928629,0.781646,0.420806,1.0,0.067557,0.208139,0.147747,0
decision-reference-1165,0.698364,0.941234,0.025911,0.08889,1.0,0.940548,0.216696,0.742515,1
decision-reference-1166,0.774833,0.448094,0.694478,0.586646,1.0,0.110116,0.985606,0.87009,1
decision-reference-1167,0.516055,0.061307,0.52839,0.683678,1.0,0.943544,0.034102,0.249337,1
decision-reference-1168,0.557744,0.879796,0.68489,0.897661,1.0,0.908381,0.702036,0.437634,1
decision-reference-1169,0.251152,0.925594,0.12228,0.002065,1.0,0.689417,0.273553,0.981725,0
decision-reference-1170,0.866012,0.597278,0.222315,0.930103,1.0,0.697354,0.893917,0.204343,1
decision-reference-1171,0.555264,0.351187,0.879991,0.570692,1.0,0.981441,0.679511,0.563321,1
decision-reference-1172,0.611912,0.629274,0.976943,0.649638,0.0,0.347114,0.02599,0.274576,1
decision-reference-1173,0.247748,0.839026,0.262926,0.841726,1.0,0.540532,0.846206,0.281589,1
decision-reference-1174,0.915779,0.992106,0.160225,0.858545,1.0,0.527867,0.020274,0.419729,1
decision-reference-1175,0.945985,0.611027,0.46877,0.393301,1.0,0.681147,0.922338,0.904194,1
decision-reference-1176,0.598031,0.733388,0.129091,0.216029,1.0,0.282656,0.647451,0.980583,1
decision-reference-1177,0.312588,0.77546,0.44375,0.864262,1.0,0.879377,0.565224,0.728572,1
decision-reference-1178,0.725648,0.544901,0.338145,0.486686,1.0,0.49627,0.812446,0.503855,1
decision-reference-1179,0.214794,0.867384,0.399432,0.452277,0.0,0.957703,0.678691,0.56246,0
decision-reference-1180,0.685528,0.322142,0.623296,0.813383,1.0,0.934049,0.013401,0.30096,1
decision-reference-1181,0.887389,0.588653,0.814506,0.401275,1.0,0.262197,0.278452,0.964715,1
decision-reference-1182,0.852481,0.294394,0.205529,0.377509,1.0,0.907823,0.186487,0.557155,1
decision-reference-1183,0.447732,0.527645,0.197246,0.154686,0.0,0.832771,0.435304,0.051002,0
decision-reference-1184,0.114558,0.45231,0.21613,0.806801,0.0,0.356958,0.648549,0.378985,0
decision-reference-1185,0.384485,0.575444,0.301603,0.065281,1.0,0.618693,0.634846,0.844515,1
decision-reference-1186,0.02193,0.347767,0.641153,0.958502,1.0,0.057341,0.761899,0.067126,0
decision-reference-1187,0.474105,0.576516,0.26351,0.160676,1.0,0.477355,0.511049,0.254598,1
decision-reference-1188,0.792711,0.825634,0.134463,0.586348,1.0,0.837402,0.371654,0.407606,1
decision-reference-1189,0.137404,0.445672,0.130738,0.579832,1.0,0.657023,0.963314,0.966546,1
decision-reference-1190,0.469323,0.398002,0.745783,0.195641,1.0,0.390578,0.613471,0.283516,1
decision-reference-1191,0.112024,0.248815,0.550709,0.141973,1.0,0.941046,0.285807,0.250321,0
decision-reference-1192,0.179883,0.730183,0.354599,0.714614,0.0,0.569023,0.183845,0.177913,0
decision-reference-1193,0.490239,0.711772,0.135484,0.165131,1.0,0.188056,0.03287,0.448758,0
decision-reference-1194,0.741658,0.756166,0.612352,0.757762,1.0,0.224367,0.611968,0.975257,1
decision-reference-1195,0.397665,0.955653,0.454191,0.306299,1.0,0.013412,0.496358,0.083055,0
decision-reference-1196,0.779074,0.468271,0.334151,0.230083,1.0,0.664634,0.113581,0.397268,1
decision-reference-1197,0.840747,0.395048,0.34932,0.079526,1.0,0.156209,0.973703,0.850389,1
decision-reference-1198,0.255265,0.467221,0.869751,0.845623,1.0,0.057717,0.213368,0.694351,1
decision-reference-1199,0.599475,0.352629,0.296746,0.533935,1.0,0.729941,0.837606,0.179124,1
decision-reference-1200,0.475791,0.165812,0.208771,0.978628,1.0,0.27086,0.951566,0.637951,1
